framework              , test                                                         , time     , p95      , p99      , cv       , group          , family                   , metrics                                                                                         
SolidJS                , manySourcesIntoOneComputedEffectWithDirect                   , 1181.54  , 1181.54  , 1181.54  , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
SolidJS                , manySourcesIntoOneComputedEffect                             , 1333.22  , 1333.22  , 1333.22  , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
SolidJS                , manySourcesIntoOneDirectEffect                               , 121.91   , 121.91   , 121.91   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
SolidJS                , molBench                                                     , 712.22   , 712.22   , 712.22   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
SolidJS                , createDataSignals                                            , 18.75    , 18.75    , 18.75    , 0.000    , creation       , signal creation          ,                                                                                                 
SolidJS                , createComputations0to1                                       , 16.98    , 16.98    , 16.98    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to1                                       , 23.38    , 23.38    , 23.38    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations2to1                                       , 74.11    , 74.11    , 74.11    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations4to1                                       , 21.98    , 21.98    , 21.98    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1000to1                                    , 16.54    , 16.54    , 16.54    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to2                                       , 66.05    , 66.05    , 66.05    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to4                                       , 55.93    , 55.93    , 55.93    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to8                                       , 63.22    , 63.22    , 63.22    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to1000                                    , 77.60    , 77.60    , 77.60    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , updateComputations1to1                                       , 143.34   , 143.34   , 143.34   , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations2to1                                       , 106.31   , 106.31   , 106.31   , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations4to1                                       , 87.14    , 87.14    , 87.14    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1000to1                                    , 164.56   , 164.56   , 164.56   , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to2                                       , 92.10    , 92.10    , 92.10    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to4                                       , 80.58    , 80.58    , 80.58    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to1000                                    , 65.73    , 65.73    , 65.73    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 3185.84  , 3185.84  , 3185.84  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008           
SolidJS                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2737.60  , 2737.60  , 2737.60  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010           
SolidJS                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1788.74  , 1788.74  , 1788.74  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022           
SolidJS                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 2647.28  , 2647.28  , 2647.28  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024           
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 398.51   , 398.51   , 398.51   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 395.67   , 395.67   , 395.67   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 3329.23  , 3329.23  , 3329.23  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
SolidJS                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 24.72    , 24.72    , 24.72    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
SolidJS                , 32x8 - 4 sources - pull (pure pull)                          , 516.10   , 516.10   , 516.10   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=32                  
SolidJS                , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 279.00   , 279.00   , 279.00   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=630441 nodesVisited=630441 edgesTraversed=630441 sinkReads=8                    
SolidJS                , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 393.34   , 393.34   , 393.34   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=450147 nodesVisited=450147 edgesTraversed=3601176 sinkReads=64                  
SolidJS                , 32x8 - 4 sources - push (pure push)                          , 675.96   , 675.96   , 675.96   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 2825.11  , 2825.11  , 2825.11  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002          
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 998.42   , 998.42   , 998.42   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002             
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 1168.88  , 1168.88  , 1168.88  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 2057.48  , 2057.48  , 2057.48  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
SolidJS                , 5x500 - 3 sources (deep)                                     , 1069.96  , 1069.96  , 1069.96  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
uSignal                , avoidablePropagation                                         , 1568.01  , 1568.01  , 1568.01  , 0.000    , baseline       , selective propagation    ,                                                                                                 
uSignal                , broadPropagation                                             , 1565.37  , 1565.37  , 1565.37  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
uSignal                , deepPropagation                                              , 627.93   , 627.93   , 627.93   , 0.000    , pull           , linear chain             ,                                                                                                 
uSignal                , diamond                                                      , 1032.20  , 1032.20  , 1032.20  , 0.000    , baseline       , diamond                  ,                                                                                                 
uSignal                , mux                                                          , 1791.17  , 1791.17  , 1791.17  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
uSignal                , repeatedObservers                                            , 179.92   , 179.92   , 179.92   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
uSignal                , triangle                                                     , 381.45   , 381.45   , 381.45   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
uSignal                , unstable                                                     , 195.44   , 195.44   , 195.44   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
uSignal                , manyEffectsFromOneSource                                     , 1010.46  , 1010.46  , 1010.46  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
uSignal                , manySourcesIntoOneComputedEffectWithDirect                   , 475.21   , 475.21   , 475.21   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
uSignal                , manySourcesIntoOneComputedEffect                             , 451.25   , 451.25   , 451.25   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
uSignal                , manySourcesIntoOneDirectEffect                               , 95.83    , 95.83    , 95.83    , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
uSignal                , molBench                                                     , 1158.06  , 1158.06  , 1158.06  , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
uSignal                , createDataSignals                                            , 36.59    , 36.59    , 36.59    , 0.000    , creation       , signal creation          ,                                                                                                 
uSignal                , createComputations0to1                                       , 16.19    , 16.19    , 16.19    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to1                                       , 17.01    , 17.01    , 17.01    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations2to1                                       , 10.83    , 10.83    , 10.83    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations4to1                                       , 11.94    , 11.94    , 11.94    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1000to1                                    , 0.09     , 0.09     , 0.09     , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to2                                       , 15.45    , 15.45    , 15.45    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to4                                       , 19.71    , 19.71    , 19.71    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to8                                       , 20.44    , 20.44    , 20.44    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to1000                                    , 16.47    , 16.47    , 16.47    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , updateComputations1to1                                       , 8.68     , 8.68     , 8.68     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations2to1                                       , 4.24     , 4.24     , 4.24     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations4to1                                       , 4.02     , 4.02     , 4.02     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1000to1                                    , 0.18     , 0.18     , 0.18     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to2                                       , 3.80     , 3.80     , 3.80     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to4                                       , 4.51     , 4.51     , 4.51     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to1000                                    , 0.52     , 0.52     , 0.52     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1076.87  , 1076.87  , 1076.87  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
uSignal                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1754.72  , 1754.72  , 1754.72  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
uSignal                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1139.73  , 1139.73  , 1139.73  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
uSignal                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1846.76  , 1846.76  , 1846.76  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 321.42   , 321.42   , 321.42   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 273.70   , 273.70   , 273.70   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 3272.46  , 3272.46  , 3272.46  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
uSignal                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 17.11    , 17.11    , 17.11    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
uSignal                , 32x8 - 4 sources - pull (pure pull)                          , 60.40    , 60.40    , 60.40    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
uSignal                , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 36.42    , 36.42    , 36.42    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
uSignal                , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 54.01    , 54.01    , 54.01    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
uSignal                , 32x8 - 4 sources - push (pure push)                          , 505.70   , 505.70   , 505.70   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 812.88   , 812.88   , 812.88   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 797.43   , 797.43   , 797.43   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 892.94   , 892.94   , 892.94   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
uSignal                , 1000x5 - 25 sources (wide dense)                             , 2207.99  , 2207.99  , 2207.99  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
uSignal                , 5x500 - 3 sources (deep)                                     , 754.17   , 754.17   , 754.17   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@vue/reactivity        , avoidablePropagation                                         , 1033.60  , 1033.60  , 1033.60  , 0.000    , baseline       , selective propagation    ,                                                                                                 
@vue/reactivity        , broadPropagation                                             , 946.10   , 946.10   , 946.10   , 0.000    , baseline       , wide fan-out             ,                                                                                                 
@vue/reactivity        , deepPropagation                                              , 363.46   , 363.46   , 363.46   , 0.000    , pull           , linear chain             ,                                                                                                 
@vue/reactivity        , diamond                                                      , 683.79   , 683.79   , 683.79   , 0.000    , baseline       , diamond                  ,                                                                                                 
@vue/reactivity        , mux                                                          , 998.34   , 998.34   , 998.34   , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
@vue/reactivity        , repeatedObservers                                            , 158.99   , 158.99   , 158.99   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
@vue/reactivity        , triangle                                                     , 264.72   , 264.72   , 264.72   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
@vue/reactivity        , unstable                                                     , 192.03   , 192.03   , 192.03   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
@vue/reactivity        , manyEffectsFromOneSource                                     , 521.65   , 521.65   , 521.65   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
@vue/reactivity        , manySourcesIntoOneComputedEffectWithDirect                   , 432.97   , 432.97   , 432.97   , 0.000    , pull           , wide fan-in              , checksum=10692195069556                                                                         
@vue/reactivity        , manySourcesIntoOneComputedEffect                             , 462.36   , 462.36   , 462.36   , 0.000    , pull           , wide fan-in              , checksum=10650589470656                                                                         
@vue/reactivity        , manySourcesIntoOneDirectEffect                               , 99.10    , 99.10    , 99.10    , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
@vue/reactivity        , molBench                                                     , 1471.96  , 1471.96  , 1471.96  , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
@vue/reactivity        , createDataSignals                                            , 15.85    , 15.85    , 15.85    , 0.000    , creation       , signal creation          ,                                                                                                 
@vue/reactivity        , createComputations0to1                                       , 18.18    , 18.18    , 18.18    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to1                                       , 25.56    , 25.56    , 25.56    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations2to1                                       , 19.49    , 19.49    , 19.49    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations4to1                                       , 21.15    , 21.15    , 21.15    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1000to1                                    , 0.15     , 0.15     , 0.15     , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to2                                       , 24.20    , 24.20    , 24.20    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to4                                       , 17.14    , 17.14    , 17.14    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to8                                       , 20.92    , 20.92    , 20.92    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to1000                                    , 17.27    , 17.27    , 17.27    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , updateComputations1to1                                       , 11.77    , 11.77    , 11.77    , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations2to1                                       , 8.83     , 8.83     , 8.83     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations4to1                                       , 5.77     , 5.77     , 5.77     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1000to1                                    , 0.36     , 0.36     , 0.36     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to2                                       , 6.18     , 6.18     , 6.18     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to4                                       , 5.52     , 5.52     , 5.52     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to1000                                    , 0.51     , 0.51     , 0.51     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1914.77  , 1914.77  , 1914.77  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
@vue/reactivity        , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1652.46  , 1652.46  , 1652.46  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
@vue/reactivity        , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1882.50  , 1882.50  , 1882.50  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
@vue/reactivity        , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1813.23  , 1813.23  , 1813.23  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 847.63   , 847.63   , 847.63   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 759.32   , 759.32   , 759.32   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2248.39  , 2248.39  , 2248.39  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
@vue/reactivity        , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 332.10   , 332.10   , 332.10   , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@vue/reactivity        , 32x8 - 4 sources - pull (pure pull)                          , 39.59    , 39.59    , 39.59    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@vue/reactivity        , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 36.34    , 36.34    , 36.34    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
@vue/reactivity        , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 31.58    , 31.58    , 31.58    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
@vue/reactivity        , 32x8 - 4 sources - push (pure push)                          , 437.25   , 437.25   , 437.25   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
@vue/reactivity        , 10x5 - 2 sources - read 20% (simple component)               , 829.43   , 829.43   , 829.43   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@vue/reactivity        , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 653.83   , 653.83   , 653.83   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@vue/reactivity        , 1000x12 - 4 sources - dynamic (large web app)                , 14542.83 , 14542.83 , 14542.83 , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
@vue/reactivity        , 1000x5 - 25 sources (wide dense)                             , 12609.73 , 12609.73 , 12609.73 , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
@vue/reactivity        , 5x500 - 3 sources (deep)                                     , 462.93   , 462.93   , 462.93   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
MobX                   , avoidablePropagation                                         , 2081.73  , 2081.73  , 2081.73  , 0.000    , baseline       , selective propagation    ,                                                                                                 
MobX                   , broadPropagation                                             , 3318.87  , 3318.87  , 3318.87  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
MobX                   , deepPropagation                                              , 1209.61  , 1209.61  , 1209.61  , 0.000    , pull           , linear chain             ,                                                                                                 
MobX                   , diamond                                                      , 2069.01  , 2069.01  , 2069.01  , 0.000    , baseline       , diamond                  ,                                                                                                 
MobX                   , mux                                                          , 1786.14  , 1786.14  , 1786.14  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
MobX                   , repeatedObservers                                            , 260.85   , 260.85   , 260.85   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
MobX                   , triangle                                                     , 728.70   , 728.70   , 728.70   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
MobX                   , unstable                                                     , 441.51   , 441.51   , 441.51   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
MobX                   , manyEffectsFromOneSource                                     , 2236.28  , 2236.28  , 2236.28  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
MobX                   , manySourcesIntoOneComputedEffectWithDirect                   , 439.43   , 439.43   , 439.43   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
MobX                   , manySourcesIntoOneComputedEffect                             , 407.39   , 407.39   , 407.39   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
MobX                   , manySourcesIntoOneDirectEffect                               , 110.51   , 110.51   , 110.51   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
MobX                   , molBench                                                     , 640.75   , 640.75   , 640.75   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
MobX                   , createDataSignals                                            , 61.53    , 61.53    , 61.53    , 0.000    , creation       , signal creation          ,                                                                                                 
MobX                   , createComputations0to1                                       , 30.44    , 30.44    , 30.44    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to1                                       , 37.79    , 37.79    , 37.79    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations2to1                                       , 23.13    , 23.13    , 23.13    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations4to1                                       , 22.18    , 22.18    , 22.18    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1000to1                                    , 0.30     , 0.30     , 0.30     , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to2                                       , 37.78    , 37.78    , 37.78    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to4                                       , 29.52    , 29.52    , 29.52    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to8                                       , 35.18    , 35.18    , 35.18    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to1000                                    , 28.57    , 28.57    , 28.57    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , updateComputations1to1                                       , 18.29    , 18.29    , 18.29    , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations2to1                                       , 14.43    , 14.43    , 14.43    , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations4to1                                       , 8.63     , 8.63     , 8.63     , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1000to1                                    , 0.74     , 0.74     , 0.74     , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1to2                                       , 11.25    , 11.25    , 11.25    , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1to4                                       , 8.54     , 8.54     , 8.54     , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1to1000                                    , 0.74     , 0.74     , 0.74     , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 2594.92  , 2594.92  , 2594.92  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
MobX                   , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 3469.22  , 3469.22  , 3469.22  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
MobX                   , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1975.09  , 1975.09  , 1975.09  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
