framework              , test                                                         , time     , p95      , p99      , cv       , group          , family                   , metrics                                                                                         
SolidJS                , broadPropagation                                             , 2257.79  , 2257.79  , 2257.79  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
SolidJS                , deepPropagation                                              , 1003.20  , 1003.20  , 1003.20  , 0.000    , pull           , linear chain             ,                                                                                                 
SolidJS                , diamond                                                      , 1569.22  , 1569.22  , 1569.22  , 0.000    , baseline       , diamond                  ,                                                                                                 
SolidJS                , mux                                                          , 1285.59  , 1285.59  , 1285.59  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
SolidJS                , repeatedObservers                                            , 244.36   , 244.36   , 244.36   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
SolidJS                , triangle                                                     , 468.56   , 468.56   , 468.56   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
SolidJS                , unstable                                                     , 293.30   , 293.30   , 293.30   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
SolidJS                , manyEffectsFromOneSource                                     , 859.91   , 859.91   , 859.91   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
SolidJS                , manySourcesIntoOneComputedEffectWithDirect                   , 1210.00  , 1210.00  , 1210.00  , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
SolidJS                , manySourcesIntoOneComputedEffect                             , 1173.88  , 1173.88  , 1173.88  , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
SolidJS                , manySourcesIntoOneDirectEffect                               , 130.50   , 130.50   , 130.50   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
SolidJS                , molBench                                                     , 703.70   , 703.70   , 703.70   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
SolidJS                , createDataSignals                                            , 16.09    , 16.09    , 16.09    , 0.000    , creation       , signal creation          ,                                                                                                 
SolidJS                , createComputations0to1                                       , 13.20    , 13.20    , 13.20    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to1                                       , 76.16    , 76.16    , 76.16    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations2to1                                       , 50.61    , 50.61    , 50.61    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations4to1                                       , 57.46    , 57.46    , 57.46    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1000to1                                    , 12.64    , 12.64    , 12.64    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to2                                       , 61.08    , 61.08    , 61.08    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to4                                       , 47.16    , 47.16    , 47.16    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to8                                       , 60.40    , 60.40    , 60.40    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to1000                                    , 77.07    , 77.07    , 77.07    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , updateComputations1to1                                       , 132.64   , 132.64   , 132.64   , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations2to1                                       , 109.42   , 109.42   , 109.42   , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations4to1                                       , 87.67    , 87.67    , 87.67    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1000to1                                    , 162.13   , 162.13   , 162.13   , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to2                                       , 86.32    , 86.32    , 86.32    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to4                                       , 76.83    , 76.83    , 76.83    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to1000                                    , 65.16    , 65.16    , 65.16    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 3128.97  , 3128.97  , 3128.97  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008           
SolidJS                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2740.20  , 2740.20  , 2740.20  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010           
SolidJS                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1759.16  , 1759.16  , 1759.16  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022           
SolidJS                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 2663.17  , 2663.17  , 2663.17  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024           
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 370.46   , 370.46   , 370.46   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 369.29   , 369.29   , 369.29   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 3386.35  , 3386.35  , 3386.35  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
SolidJS                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 22.57    , 22.57    , 22.57    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
SolidJS                , 32x8 - 4 sources - pull (pure pull)                          , 533.99   , 533.99   , 533.99   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=32                  
SolidJS                , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 275.86   , 275.86   , 275.86   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=630441 nodesVisited=630441 edgesTraversed=630441 sinkReads=8                    
SolidJS                , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 385.96   , 385.96   , 385.96   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=450147 nodesVisited=450147 edgesTraversed=3601176 sinkReads=64                  
SolidJS                , 32x8 - 4 sources - push (pure push)                          , 644.16   , 644.16   , 644.16   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 2656.57  , 2656.57  , 2656.57  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002          
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 992.25   , 992.25   , 992.25   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002             
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 1152.95  , 1152.95  , 1152.95  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 2093.11  , 2093.11  , 2093.11  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
SolidJS                , 5x500 - 3 sources (deep)                                     , 984.95   , 984.95   , 984.95   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
uSignal                , avoidablePropagation                                         , 1664.66  , 1664.66  , 1664.66  , 0.000    , baseline       , selective propagation    ,                                                                                                 
uSignal                , broadPropagation                                             , 1607.75  , 1607.75  , 1607.75  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
uSignal                , deepPropagation                                              , 570.04   , 570.04   , 570.04   , 0.000    , pull           , linear chain             ,                                                                                                 
uSignal                , diamond                                                      , 1026.73  , 1026.73  , 1026.73  , 0.000    , baseline       , diamond                  ,                                                                                                 
uSignal                , mux                                                          , 1628.36  , 1628.36  , 1628.36  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
uSignal                , repeatedObservers                                            , 199.10   , 199.10   , 199.10   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
uSignal                , triangle                                                     , 392.86   , 392.86   , 392.86   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
uSignal                , unstable                                                     , 214.11   , 214.11   , 214.11   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
uSignal                , manyEffectsFromOneSource                                     , 976.91   , 976.91   , 976.91   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
uSignal                , manySourcesIntoOneComputedEffectWithDirect                   , 519.28   , 519.28   , 519.28   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
uSignal                , manySourcesIntoOneComputedEffect                             , 442.90   , 442.90   , 442.90   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
uSignal                , manySourcesIntoOneDirectEffect                               , 91.54    , 91.54    , 91.54    , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
uSignal                , molBench                                                     , 1143.87  , 1143.87  , 1143.87  , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
uSignal                , createDataSignals                                            , 31.53    , 31.53    , 31.53    , 0.000    , creation       , signal creation          ,                                                                                                 
uSignal                , createComputations0to1                                       , 15.06    , 15.06    , 15.06    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to1                                       , 15.52    , 15.52    , 15.52    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations2to1                                       , 14.31    , 14.31    , 14.31    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations4to1                                       , 10.77    , 10.77    , 10.77    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1000to1                                    , 0.09     , 0.09     , 0.09     , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to2                                       , 15.12    , 15.12    , 15.12    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to4                                       , 17.86    , 17.86    , 17.86    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to8                                       , 18.07    , 18.07    , 18.07    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to1000                                    , 19.53    , 19.53    , 19.53    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , updateComputations1to1                                       , 8.90     , 8.90     , 8.90     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations2to1                                       , 5.82     , 5.82     , 5.82     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations4to1                                       , 3.26     , 3.26     , 3.26     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1000to1                                    , 0.19     , 0.19     , 0.19     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to2                                       , 5.27     , 5.27     , 5.27     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to4                                       , 4.27     , 4.27     , 4.27     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to1000                                    , 0.33     , 0.33     , 0.33     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1064.33  , 1064.33  , 1064.33  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
uSignal                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1678.95  , 1678.95  , 1678.95  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
uSignal                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1118.36  , 1118.36  , 1118.36  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
uSignal                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1806.82  , 1806.82  , 1806.82  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 264.91   , 264.91   , 264.91   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 273.03   , 273.03   , 273.03   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 3284.14  , 3284.14  , 3284.14  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
uSignal                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 16.95    , 16.95    , 16.95    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
uSignal                , 32x8 - 4 sources - pull (pure pull)                          , 33.38    , 33.38    , 33.38    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
uSignal                , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 36.27    , 36.27    , 36.27    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
uSignal                , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 33.14    , 33.14    , 33.14    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
uSignal                , 32x8 - 4 sources - push (pure push)                          , 483.69   , 483.69   , 483.69   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 746.76   , 746.76   , 746.76   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 760.86   , 760.86   , 760.86   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 831.14   , 831.14   , 831.14   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
uSignal                , 1000x5 - 25 sources (wide dense)                             , 2050.92  , 2050.92  , 2050.92  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
uSignal                , 5x500 - 3 sources (deep)                                     , 572.23   , 572.23   , 572.23   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@vue/reactivity        , avoidablePropagation                                         , 907.64   , 907.64   , 907.64   , 0.000    , baseline       , selective propagation    ,                                                                                                 
@vue/reactivity        , broadPropagation                                             , 931.27   , 931.27   , 931.27   , 0.000    , baseline       , wide fan-out             ,                                                                                                 
@vue/reactivity        , deepPropagation                                              , 352.07   , 352.07   , 352.07   , 0.000    , pull           , linear chain             ,                                                                                                 
@vue/reactivity        , diamond                                                      , 694.40   , 694.40   , 694.40   , 0.000    , baseline       , diamond                  ,                                                                                                 
@vue/reactivity        , mux                                                          , 1116.70  , 1116.70  , 1116.70  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
@vue/reactivity        , repeatedObservers                                            , 144.10   , 144.10   , 144.10   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
@vue/reactivity        , triangle                                                     , 268.61   , 268.61   , 268.61   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
@vue/reactivity        , unstable                                                     , 195.62   , 195.62   , 195.62   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
@vue/reactivity        , manyEffectsFromOneSource                                     , 480.53   , 480.53   , 480.53   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
@vue/reactivity        , manySourcesIntoOneComputedEffectWithDirect                   , 426.90   , 426.90   , 426.90   , 0.000    , pull           , wide fan-in              , checksum=10692195069556                                                                         
@vue/reactivity        , manySourcesIntoOneComputedEffect                             , 426.82   , 426.82   , 426.82   , 0.000    , pull           , wide fan-in              , checksum=10650589470656                                                                         
@vue/reactivity        , manySourcesIntoOneDirectEffect                               , 89.90    , 89.90    , 89.90    , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
@vue/reactivity        , molBench                                                     , 1441.96  , 1441.96  , 1441.96  , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
@vue/reactivity        , createDataSignals                                            , 14.75    , 14.75    , 14.75    , 0.000    , creation       , signal creation          ,                                                                                                 
@vue/reactivity        , createComputations0to1                                       , 13.36    , 13.36    , 13.36    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to1                                       , 25.48    , 25.48    , 25.48    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations2to1                                       , 18.40    , 18.40    , 18.40    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations4to1                                       , 14.94    , 14.94    , 14.94    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1000to1                                    , 0.14     , 0.14     , 0.14     , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to2                                       , 22.31    , 22.31    , 22.31    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to4                                       , 18.43    , 18.43    , 18.43    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to8                                       , 20.48    , 20.48    , 20.48    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to1000                                    , 16.14    , 16.14    , 16.14    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , updateComputations1to1                                       , 9.39     , 9.39     , 9.39     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations2to1                                       , 10.80    , 10.80    , 10.80    , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations4to1                                       , 5.21     , 5.21     , 5.21     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1000to1                                    , 0.36     , 0.36     , 0.36     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to2                                       , 9.40     , 9.40     , 9.40     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to4                                       , 5.43     , 5.43     , 5.43     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to1000                                    , 0.41     , 0.41     , 0.41     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1946.03  , 1946.03  , 1946.03  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
@vue/reactivity        , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1632.40  , 1632.40  , 1632.40  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
@vue/reactivity        , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1746.80  , 1746.80  , 1746.80  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
@vue/reactivity        , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1805.72  , 1805.72  , 1805.72  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 751.59   , 751.59   , 751.59   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 728.95   , 728.95   , 728.95   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2103.81  , 2103.81  , 2103.81  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
@vue/reactivity        , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 353.02   , 353.02   , 353.02   , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@vue/reactivity        , 32x8 - 4 sources - pull (pure pull)                          , 30.14    , 30.14    , 30.14    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@vue/reactivity        , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 36.09    , 36.09    , 36.09    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
@vue/reactivity        , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 36.36    , 36.36    , 36.36    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
@vue/reactivity        , 32x8 - 4 sources - push (pure push)                          , 440.83   , 440.83   , 440.83   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
@vue/reactivity        , 10x5 - 2 sources - read 20% (simple component)               , 759.45   , 759.45   , 759.45   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@vue/reactivity        , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 473.49   , 473.49   , 473.49   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@vue/reactivity        , 1000x12 - 4 sources - dynamic (large web app)                , 15660.21 , 15660.21 , 15660.21 , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
@vue/reactivity        , 1000x5 - 25 sources (wide dense)                             , 11718.14 , 11718.14 , 11718.14 , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
@vue/reactivity        , 5x500 - 3 sources (deep)                                     , 436.35   , 436.35   , 436.35   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
MobX                   , avoidablePropagation                                         , 1963.46  , 1963.46  , 1963.46  , 0.000    , baseline       , selective propagation    ,                                                                                                 
MobX                   , broadPropagation                                             , 3499.20  , 3499.20  , 3499.20  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
MobX                   , deepPropagation                                              , 1152.81  , 1152.81  , 1152.81  , 0.000    , pull           , linear chain             ,                                                                                                 
MobX                   , diamond                                                      , 2085.04  , 2085.04  , 2085.04  , 0.000    , baseline       , diamond                  ,                                                                                                 
MobX                   , mux                                                          , 1682.07  , 1682.07  , 1682.07  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
MobX                   , repeatedObservers                                            , 258.28   , 258.28   , 258.28   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
MobX                   , triangle                                                     , 733.11   , 733.11   , 733.11   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
MobX                   , unstable                                                     , 471.05   , 471.05   , 471.05   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
MobX                   , manyEffectsFromOneSource                                     , 2218.42  , 2218.42  , 2218.42  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
MobX                   , manySourcesIntoOneComputedEffectWithDirect                   , 386.93   , 386.93   , 386.93   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
MobX                   , manySourcesIntoOneComputedEffect                             , 415.17   , 415.17   , 415.17   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
MobX                   , manySourcesIntoOneDirectEffect                               , 107.03   , 107.03   , 107.03   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
MobX                   , molBench                                                     , 612.76   , 612.76   , 612.76   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
MobX                   , createDataSignals                                            , 59.42    , 59.42    , 59.42    , 0.000    , creation       , signal creation          ,                                                                                                 
MobX                   , createComputations0to1                                       , 23.09    , 23.09    , 23.09    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to1                                       , 36.13    , 36.13    , 36.13    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations2to1                                       , 25.87    , 25.87    , 25.87    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations4to1                                       , 19.20    , 19.20    , 19.20    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1000to1                                    , 0.31     , 0.31     , 0.31     , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to2                                       , 34.89    , 34.89    , 34.89    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to4                                       , 34.83    , 34.83    , 34.83    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to8                                       , 34.53    , 34.53    , 34.53    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to1000                                    , 28.13    , 28.13    , 28.13    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , updateComputations1to1                                       , 17.62    , 17.62    , 17.62    , 0.000    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations2to1                                       , 7.16     , 7.16     , 7.16     , 0.000    , update         , stable update            ,                                                                                                 
