framework              , test                                                         , time     , p95      , p99      , cv       , group          , family                   , metrics                                                                                         
@solidjs/signals       , 5x500 - 3 sources (deep)                                     , 735.43   , 735.43   , 735.43   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505 fallbackCount
SolidJS                , avoidablePropagation                                         , 1329.64  , 1329.64  , 1329.64  , 0.000    , baseline       , selective propagation    ,                                                                                                 
SolidJS                , broadPropagation                                             , 2264.21  , 2264.21  , 2264.21  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
SolidJS                , deepPropagation                                              , 926.85   , 926.85   , 926.85   , 0.000    , pull           , linear chain             ,                                                                                                 
SolidJS                , diamond                                                      , 1475.78  , 1475.78  , 1475.78  , 0.000    , baseline       , diamond                  ,                                                                                                 
SolidJS                , mux                                                          , 1339.25  , 1339.25  , 1339.25  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
SolidJS                , repeatedObservers                                            , 269.13   , 269.13   , 269.13   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
SolidJS                , triangle                                                     , 477.60   , 477.60   , 477.60   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
SolidJS                , unstable                                                     , 317.52   , 317.52   , 317.52   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
SolidJS                , manyEffectsFromOneSource                                     , 877.83   , 877.83   , 877.83   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
SolidJS                , manySourcesIntoOneComputedEffectWithDirect                   , 1265.62  , 1265.62  , 1265.62  , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
SolidJS                , manySourcesIntoOneComputedEffect                             , 1165.98  , 1165.98  , 1165.98  , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
SolidJS                , manySourcesIntoOneDirectEffect                               , 114.95   , 114.95   , 114.95   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
SolidJS                , molBench                                                     , 714.79   , 714.79   , 714.79   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
SolidJS                , createDataSignals                                            , 16.63    , 16.63    , 16.63    , 0.000    , creation       , signal creation          ,                                                                                                 
SolidJS                , createComputations0to1                                       , 12.27    , 12.27    , 12.27    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to1                                       , 22.57    , 22.57    , 22.57    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations2to1                                       , 45.88    , 45.88    , 45.88    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations4to1                                       , 25.78    , 25.78    , 25.78    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1000to1                                    , 14.32    , 14.32    , 14.32    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to2                                       , 95.13    , 95.13    , 95.13    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to4                                       , 55.78    , 55.78    , 55.78    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to8                                       , 57.08    , 57.08    , 57.08    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to1000                                    , 64.15    , 64.15    , 64.15    , 0.000    , creation       , computed creation        ,                                                                                                 
SolidJS                , updateComputations1to1                                       , 129.97   , 129.97   , 129.97   , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations2to1                                       , 94.37    , 94.37    , 94.37    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations4to1                                       , 84.16    , 84.16    , 84.16    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1000to1                                    , 167.19   , 167.19   , 167.19   , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to2                                       , 85.40    , 85.40    , 85.40    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to4                                       , 85.80    , 85.80    , 85.80    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to1000                                    , 66.82    , 66.82    , 66.82    , 0.000    , update         , stable update            ,                                                                                                 
SolidJS                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 3236.59  , 3236.59  , 3236.59  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008           
SolidJS                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2727.44  , 2727.44  , 2727.44  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010           
SolidJS                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1760.74  , 1760.74  , 1760.74  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022           
SolidJS                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 2570.85  , 2570.85  , 2570.85  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024           
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 393.30   , 393.30   , 393.30   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 384.41   , 384.41   , 384.41   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 3440.54  , 3440.54  , 3440.54  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
SolidJS                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 24.00    , 24.00    , 24.00    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
SolidJS                , 32x8 - 4 sources - pull (pure pull)                          , 516.54   , 516.54   , 516.54   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=32                  
SolidJS                , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 274.09   , 274.09   , 274.09   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=630441 nodesVisited=630441 edgesTraversed=630441 sinkReads=8                    
SolidJS                , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 400.69   , 400.69   , 400.69   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=450147 nodesVisited=450147 edgesTraversed=3601176 sinkReads=64                  
SolidJS                , 32x8 - 4 sources - push (pure push)                          , 664.00   , 664.00   , 664.00   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 2756.77  , 2756.77  , 2756.77  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002          
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 974.01   , 974.01   , 974.01   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002             
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 1186.59  , 1186.59  , 1186.59  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 2807.11  , 2807.11  , 2807.11  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
SolidJS                , 5x500 - 3 sources (deep)                                     , 1130.08  , 1130.08  , 1130.08  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
uSignal                , avoidablePropagation                                         , 1622.25  , 1622.25  , 1622.25  , 0.000    , baseline       , selective propagation    ,                                                                                                 
uSignal                , broadPropagation                                             , 1676.56  , 1676.56  , 1676.56  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
uSignal                , deepPropagation                                              , 616.64   , 616.64   , 616.64   , 0.000    , pull           , linear chain             ,                                                                                                 
uSignal                , diamond                                                      , 1066.23  , 1066.23  , 1066.23  , 0.000    , baseline       , diamond                  ,                                                                                                 
uSignal                , mux                                                          , 1668.79  , 1668.79  , 1668.79  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
uSignal                , repeatedObservers                                            , 191.41   , 191.41   , 191.41   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
uSignal                , triangle                                                     , 383.60   , 383.60   , 383.60   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
uSignal                , unstable                                                     , 204.65   , 204.65   , 204.65   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
uSignal                , manyEffectsFromOneSource                                     , 1017.83  , 1017.83  , 1017.83  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
uSignal                , manySourcesIntoOneComputedEffectWithDirect                   , 480.62   , 480.62   , 480.62   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
uSignal                , manySourcesIntoOneComputedEffect                             , 461.65   , 461.65   , 461.65   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
uSignal                , manySourcesIntoOneDirectEffect                               , 96.06    , 96.06    , 96.06    , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
uSignal                , molBench                                                     , 1155.02  , 1155.02  , 1155.02  , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
uSignal                , createDataSignals                                            , 35.58    , 35.58    , 35.58    , 0.000    , creation       , signal creation          ,                                                                                                 
uSignal                , createComputations0to1                                       , 14.61    , 14.61    , 14.61    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to1                                       , 17.11    , 17.11    , 17.11    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations2to1                                       , 13.79    , 13.79    , 13.79    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations4to1                                       , 9.62     , 9.62     , 9.62     , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1000to1                                    , 0.11     , 0.11     , 0.11     , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to2                                       , 18.96    , 18.96    , 18.96    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to4                                       , 18.22    , 18.22    , 18.22    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to8                                       , 19.29    , 19.29    , 19.29    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to1000                                    , 17.02    , 17.02    , 17.02    , 0.000    , creation       , computed creation        ,                                                                                                 
uSignal                , updateComputations1to1                                       , 5.28     , 5.28     , 5.28     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations2to1                                       , 5.06     , 5.06     , 5.06     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations4to1                                       , 2.37     , 2.37     , 2.37     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1000to1                                    , 0.18     , 0.18     , 0.18     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to2                                       , 8.82     , 8.82     , 8.82     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to4                                       , 3.51     , 3.51     , 3.51     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to1000                                    , 0.33     , 0.33     , 0.33     , 0.000    , update         , stable update            ,                                                                                                 
uSignal                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1061.06  , 1061.06  , 1061.06  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
uSignal                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1742.86  , 1742.86  , 1742.86  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
uSignal                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1114.00  , 1114.00  , 1114.00  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
uSignal                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1786.81  , 1786.81  , 1786.81  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 338.98   , 338.98   , 338.98   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 262.70   , 262.70   , 262.70   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 3318.82  , 3318.82  , 3318.82  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
uSignal                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 16.99    , 16.99    , 16.99    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
uSignal                , 32x8 - 4 sources - pull (pure pull)                          , 34.53    , 34.53    , 34.53    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
uSignal                , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 38.84    , 38.84    , 38.84    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
uSignal                , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 53.95    , 53.95    , 53.95    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
uSignal                , 32x8 - 4 sources - push (pure push)                          , 487.91   , 487.91   , 487.91   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 769.58   , 769.58   , 769.58   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 773.92   , 773.92   , 773.92   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 830.12   , 830.12   , 830.12   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
uSignal                , 1000x5 - 25 sources (wide dense)                             , 2139.91  , 2139.91  , 2139.91  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
uSignal                , 5x500 - 3 sources (deep)                                     , 585.88   , 585.88   , 585.88   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@vue/reactivity        , avoidablePropagation                                         , 968.25   , 968.25   , 968.25   , 0.000    , baseline       , selective propagation    ,                                                                                                 
@vue/reactivity        , broadPropagation                                             , 1038.36  , 1038.36  , 1038.36  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
@vue/reactivity        , deepPropagation                                              , 389.29   , 389.29   , 389.29   , 0.000    , pull           , linear chain             ,                                                                                                 
@vue/reactivity        , diamond                                                      , 727.46   , 727.46   , 727.46   , 0.000    , baseline       , diamond                  ,                                                                                                 
@vue/reactivity        , mux                                                          , 1042.60  , 1042.60  , 1042.60  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
@vue/reactivity        , repeatedObservers                                            , 151.91   , 151.91   , 151.91   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
@vue/reactivity        , triangle                                                     , 297.46   , 297.46   , 297.46   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
@vue/reactivity        , unstable                                                     , 190.04   , 190.04   , 190.04   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
@vue/reactivity        , manyEffectsFromOneSource                                     , 506.32   , 506.32   , 506.32   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
@vue/reactivity        , manySourcesIntoOneComputedEffectWithDirect                   , 442.20   , 442.20   , 442.20   , 0.000    , pull           , wide fan-in              , checksum=10692195069556                                                                         
@vue/reactivity        , manySourcesIntoOneComputedEffect                             , 407.13   , 407.13   , 407.13   , 0.000    , pull           , wide fan-in              , checksum=10650589470656                                                                         
@vue/reactivity        , manySourcesIntoOneDirectEffect                               , 97.58    , 97.58    , 97.58    , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
@vue/reactivity        , molBench                                                     , 1457.34  , 1457.34  , 1457.34  , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
@vue/reactivity        , createDataSignals                                            , 11.94    , 11.94    , 11.94    , 0.000    , creation       , signal creation          ,                                                                                                 
@vue/reactivity        , createComputations0to1                                       , 14.15    , 14.15    , 14.15    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to1                                       , 21.42    , 21.42    , 21.42    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations2to1                                       , 22.53    , 22.53    , 22.53    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations4to1                                       , 17.90    , 17.90    , 17.90    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1000to1                                    , 0.12     , 0.12     , 0.12     , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to2                                       , 23.42    , 23.42    , 23.42    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to4                                       , 18.41    , 18.41    , 18.41    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to8                                       , 20.67    , 20.67    , 20.67    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to1000                                    , 17.73    , 17.73    , 17.73    , 0.000    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , updateComputations1to1                                       , 9.20     , 9.20     , 9.20     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations2to1                                       , 9.19     , 9.19     , 9.19     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations4to1                                       , 4.97     , 4.97     , 4.97     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1000to1                                    , 0.39     , 0.39     , 0.39     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to2                                       , 7.65     , 7.65     , 7.65     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to4                                       , 4.48     , 4.48     , 4.48     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to1000                                    , 0.69     , 0.69     , 0.69     , 0.000    , update         , stable update            ,                                                                                                 
@vue/reactivity        , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1692.76  , 1692.76  , 1692.76  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
@vue/reactivity        , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1731.51  , 1731.51  , 1731.51  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
@vue/reactivity        , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1800.86  , 1800.86  , 1800.86  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
@vue/reactivity        , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1782.60  , 1782.60  , 1782.60  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 761.87   , 761.87   , 761.87   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 713.63   , 713.63   , 713.63   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2153.65  , 2153.65  , 2153.65  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
@vue/reactivity        , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 315.09   , 315.09   , 315.09   , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@vue/reactivity        , 32x8 - 4 sources - pull (pure pull)                          , 31.81    , 31.81    , 31.81    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@vue/reactivity        , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 41.74    , 41.74    , 41.74    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
@vue/reactivity        , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 34.27    , 34.27    , 34.27    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
@vue/reactivity        , 32x8 - 4 sources - push (pure push)                          , 437.74   , 437.74   , 437.74   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
@vue/reactivity        , 10x5 - 2 sources - read 20% (simple component)               , 764.84   , 764.84   , 764.84   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@vue/reactivity        , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 512.27   , 512.27   , 512.27   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@vue/reactivity        , 1000x12 - 4 sources - dynamic (large web app)                , 15040.38 , 15040.38 , 15040.38 , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
@vue/reactivity        , 1000x5 - 25 sources (wide dense)                             , 11938.77 , 11938.77 , 11938.77 , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
@vue/reactivity        , 5x500 - 3 sources (deep)                                     , 501.40   , 501.40   , 501.40   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
MobX                   , avoidablePropagation                                         , 2069.30  , 2069.30  , 2069.30  , 0.000    , baseline       , selective propagation    ,                                                                                                 
MobX                   , broadPropagation                                             , 3639.19  , 3639.19  , 3639.19  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
MobX                   , deepPropagation                                              , 1283.13  , 1283.13  , 1283.13  , 0.000    , pull           , linear chain             ,                                                                                                 
MobX                   , diamond                                                      , 1897.97  , 1897.97  , 1897.97  , 0.000    , baseline       , diamond                  ,                                                                                                 
MobX                   , mux                                                          , 1710.51  , 1710.51  , 1710.51  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
MobX                   , repeatedObservers                                            , 283.34   , 283.34   , 283.34   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
MobX                   , triangle                                                     , 781.98   , 781.98   , 781.98   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
MobX                   , unstable                                                     , 511.03   , 511.03   , 511.03   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
MobX                   , manyEffectsFromOneSource                                     , 2243.87  , 2243.87  , 2243.87  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
MobX                   , manySourcesIntoOneComputedEffectWithDirect                   , 422.58   , 422.58   , 422.58   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
MobX                   , manySourcesIntoOneComputedEffect                             , 398.10   , 398.10   , 398.10   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
MobX                   , manySourcesIntoOneDirectEffect                               , 114.33   , 114.33   , 114.33   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
MobX                   , molBench                                                     , 629.72   , 629.72   , 629.72   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
MobX                   , createDataSignals                                            , 57.43    , 57.43    , 57.43    , 0.000    , creation       , signal creation          ,                                                                                                 
MobX                   , createComputations0to1                                       , 31.31    , 31.31    , 31.31    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to1                                       , 32.45    , 32.45    , 32.45    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations2to1                                       , 21.73    , 21.73    , 21.73    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations4to1                                       , 15.54    , 15.54    , 15.54    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1000to1                                    , 0.31     , 0.31     , 0.31     , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to2                                       , 33.03    , 33.03    , 33.03    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to4                                       , 32.46    , 32.46    , 32.46    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to8                                       , 29.64    , 29.64    , 29.64    , 0.000    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to1000                                    , 29.12    , 29.12    , 29.12    , 0.000    , creation       , computed creation        ,                                                                                                 
